,pupilId,classId,taskId,taskSeriesId,duration,state,evaluation,falseAttempts,teacherFeedback,revision,helpRequested,subType,question,sampleSolution,number words in answer,numberHints,rating_content,rating_format,rating_creativity
4523,hxfGmAM3fiXFmT2ju,SwfuMxSGoy4aKziD8,LimitsML-1-2,LimitsML,100,Der Algorithmus würde denken es wäre ein Hund.,correct,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",8.0,,3.0,3.0,3.0
4530,hxfGmAM3fiXFmT2ju,SwfuMxSGoy4aKziD8,EvalML-1-7,EvalML,48, Maschineles lernen ist wenn eine maschine von sich aus was lernt.,pending,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",11.0,,,,
4535,hxfGmAM3fiXFmT2ju,SwfuMxSGoy4aKziD8,Impact-3-1-3,Impact-3,162,Bei z.b. einer Bank würde der Arbeiter aufpassen das nichts gestohlen wird und KI würde den Rest machen.,pending,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",18.0,,,,
4538,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,AI-1-v2-1-2,AI-1-v2,49,"KI ist ein Computer, der selbstständig denken kann und handeln kann.",correct,"['<p>KI ist ein Computer, der selbstständig denken kann und handeln kann.</p>']",,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",11.0,,1.0,1.0,1.0
4545,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,AI-4-v2-1-3,AI-4-v2,68,"KI Anwendung ist allgemein gut, obwohl sie nicht mit eine KI im Verhältnis steht.",correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",14.0,,1.0,1.0,1.0
4548,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,ML-1-1-1,ML-1,84,"Es ist ein Hund, wenn er Verhalten Zeigt wie 1 und aussehen hat wie 1.Der Hund verhält sich spielerisch und anhänglich und er läuft auf vier Pfoten. Er bellt und knurrt.",pending,"['<p>Es ist ein Hund, wenn er Verhalten Zeigt wie 1 und aussehen hat wie 1.</p>', '<p>Es ist ein Hund, wenn er Verhalten Zeigt wie 1 und aussehen hat wie 1.</p><p>Der Hund verhält sich spielerisch und anhänglich und er läuft auf vier Pfoten.</p>']","Der Hund verhält sich spielerisch und anhänglich und er läuft auf vier Pfoten.

Das könnte auch eine Katze sein",,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",31.0,,,,
4553,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,ML-2-1-2,ML-2,46,"Maschinelles lernen ist, wenn mnan wissen von einer Maschine direkt ins Gehirn übermittelt bekommt.",correct,,0 Punkte,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",14.0,,0.0,0.0,0.0
4563,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,Clustering-2-1-1,Clustering-2,47,"Beauty, Vlogs",correct,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",2.0,,1.0,1.0,1.0
4573,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,LimitsML-1-2,LimitsML,63,"Alle Leute würden mehr Seehunde lieben, weil man sie mehr zu Gesicht bekommt.",correct,['<p>Alle Leute würden mehr Seehunde lieben.</p>'],,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",13.0,,2.0,2.0,2.0
4580,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,EvalML-1-7,EvalML,34,"Wenn man wissen direkt ins Gehirn übermittelt bekommt, passiert nichts.",pending,['<p>Wenn man wissen direkt ins Gehirn übermittelt bekommt. </p>'],Nein!,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",10.0,,,,
4583,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,Impact-2-1-1,Impact-2,66,Man kann Saschen fälschen und damit andere Leute in der öffentkichkeit schlecht darstellen. ,correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",13.0,,3.0,3.0,3.0
4592,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,Impact-3-1-3,Impact-3,117,"KI entwickelt Methoden, die meuist ohne Menschen auskommen. Aber durch KI entstehen auch neue Job.",correct,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",15.0,,2.0,2.0,2.0
4599,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,AIClosing-1-5,AIClosing,65,"Das er zu viekle Filme geguckt hat, da KIs oft als Menschenhasser dargestellt werden.",correct,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",14.0,,1.0,1.0,1.0
4602,XoYRuCvE5Wu3GhfiN,SwfuMxSGoy4aKziD8,AIClosing-1-8,AIClosing,42,Es sollten mehr Gebäude und mehr Investitionen zur Verfügung stehen.,correct,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",10.0,,3.0,3.0,3.0
4604,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,AI-1-v2-1-2,AI-1-v2,177,"Eine künstliche Intelligenz berechnet Handlungen.Was wäre am Schlausten.Handelt selbst, aber mit Regeln.",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",12.0,,3.0,3.0,3.0
4611,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,AI-4-v2-1-3,AI-4-v2,140,Eine KI ist ein Programm welches lernt und probiert Intelligente Entscheidungen zu treffen.Dabei kriegt er keine Hilfe vom Menschen.Es gibt allgemeine und Spezifische KIs.,correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",24.0,,5.0,5.0,5.0
4614,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,ML-1-1-1,ML-1,216,Wenn der Hund vier Pfoten hat dann gucke ob er zwei Ohren hat. Dann gucke ob eine Schnauze hat und dann gucke ob er auf vier Beinen läuft. Dann gucke ob er einen Schwanz. Stimmt das alles ist es ein Hund,correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",41.0,,5.0,5.0,5.0
4619,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,ML-2-1-2,ML-2,33,Weiß nichts über maschinelles Lernen.,correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",5.0,,3.0,3.0,3.0
4629,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,Clustering-2-1-1,Clustering-2,505,Cluster 1 repräsentiert am ehesten eine Make-Up Marke.Da man sicherlich tolle Schminktipps bekommt und gute Produkte empfolen. Der Bereich hat auch viele Views.<br>,correct,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",23.0,,3.0,3.0,3.0
4639,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,LimitsML-1-2,LimitsML,93,"Ein normalen Hund kann der Computer nicht erkennen.Aber er kann Seehunde erkennen, nennt diese aber Hund.",correct,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",16.0,,4.0,4.0,4.0
4646,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,EvalML-1-7,EvalML,100,Maschinelles lernen ist das wo eine Ki z.B lernt Tiere zu erkennen oder sie in Clustern einzuteilen.,pending,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",17.0,,,,
4649,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,Impact-2-1-1,Impact-2,144,"Mann kan vorgeworfen bekommen etwas im Internet gesagt zu haben, was aber nicht du warst.Die Glaubwürdigkeit von dem was im Internet gesagt wird singt.",correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",24.0,,4.0,5.0,4.0
4658,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,Impact-3-1-3,Impact-3,162,Der Mensch hätte mehr Zeit und kann sich auch die wichtigen Dinge konzentrieren.,pending,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",13.0,,,,
4665,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,AIClosing-1-5,AIClosing,116,Eine Ki hält sich an Regeln und er will sie nicht brechen. Wenn man einer Ki also sagt bring keine Menschen um und erobere nicht die Welt dann tut sie dies auch nicht.,pending,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",33.0,,,,
4668,sh2FJtxjHzAbFn9pb,SwfuMxSGoy4aKziD8,AIClosing-1-8,AIClosing,76,Ich hätte gerne mehr Sachen zum Kaufen. Wie z.B Häuser oder irgendwelche Investitionen.,pending,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",13.0,,,,
4670,kzJwDntqsEk32r3G9,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,46,künstliche inteligenz ist so wie ein Mensch aber online/programiert,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",9.0,,,,
4677,kzJwDntqsEk32r3G9,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,50,KI ist ein inteligentischer roboter aber es gibt keinen der s schlau ist wie ein mensch,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",16.0,,,,
4681,Nte7oiWpFy9tcr9x6,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,22,Es sind bots die befehle ausführen,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",6.0,,,,
4688,Nte7oiWpFy9tcr9x6,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,27,Ein bot der die commands ausführt,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",6.0,,,,
4692,QEneocCbbPtgSnGrn,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,128,Ich weiß das es Roboter gibt mit Künstlicher Inteligenz. Ich denke das KI ist wenn ein Roboter mit dir sprechen kann und sich viel über dich merkt.   :),pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",28.0,,,,
4696,x5g9fZzgcG4Dd6ern,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,83,küstliche iteliegenz ist eine sache die ihre prozesoren selber verbessern kann um sich zu verbessern,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",15.0,,,,
4703,x5g9fZzgcG4Dd6ern,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,69,ki is eine inteligens die sich auf einen bereich konzentriert aber man kann sie auch um programieren wodurch sie besser werden kann,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",22.0,,,,
4707,hWijdr2aymkiWpz5M,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,77,das sind Elektro sachen die programiert wurden,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",7.0,,,,
4711,hEF9vhMqCHQEL3gu9,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,92,das ist z.b wen ein roboter das gleiche machen kann wie ei mensch ,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",13.0,,,,
4718,hEF9vhMqCHQEL3gu9,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,93,wen ein roboter gleiche eigenen entscheidungen hat wie ein roboter ,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",10.0,,,,
4722,XgK8zdHFhbKfwLoQ8,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,31,wur mich ist es ein computer und roboter,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",8.0,,,,
4729,XgK8zdHFhbKfwLoQ8,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,35,ki ist ein program das jeden tag mehr lernt<br>,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",9.0,,,,
4733,xAHwrsFgdd362EjiG,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,40,Künstliche Inteligenz sind sachen die mehr sachen als Menschrn können,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",10.0,,,,
4740,xAHwrsFgdd362EjiG,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,28,Künstliche inteligenzen machen ales was menschen machen,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",7.0,,,,
4744,HWQ4wxcgfYpZGNH4D,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,40,es sind roboter die befehle aussführen und nicht menschlich sind,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",10.0,,,,
