pupilId;nr_tasks_per_pupil;total_duration in minutes;average duration per task in minutes;AI-1-v2-1-1;AI-4-v2-1-4;EvalML-1-1;ML-2-1-1;EvalML-1-5;AI-4-v2-1-5;EvalML-1-2;EvalML-1-6;AIClosing-1-1;AIClosing-1-3;AIClosing-1-4;AI-1-v2-1-2;AI-1-v2-1-2_skipped_answer;AI-1-v2-1-2_null_answer;AI-1-v2-1-2_correct_points;AI-1-v2-1-2_incorrect_points;AI-1-v2-1-2_irrelevant_points;AI-1-v2-1-2_rating_content;AI-1-v2-1-2_rating_format;AI-1-v2-1-2_rating_creativity;AI-4-v2-1-3;AI-4-v2-1-3_null_answer;AI-4-v2-1-3_correct_points;AI-4-v2-1-3_incorrect_points;AI-4-v2-1-3_irrelevant_points;AI-4-v2-1-3_rating_content;AI-4-v2-1-3_rating_format;AI-4-v2-1-3_rating_creativity;ML-2-1-2;ML-2-1-2_null_answer;ML-2-1-2_correct_points;ML-2-1-2_incorrect_points;ML-2-1-2_irrelevant_points;ML-2-1-2_rating_content;ML-2-1-2_rating_format;ML-2-1-2_rating_creativity;EvalML-1-7;EvalML-1-7_null_answer;EvalML-1-7_correct_points;EvalML-1-7_incorrect_points;EvalML-1-7_irrelevant_points;EvalML-1-7_rating_content;EvalML-1-7_rating_format;EvalML-1-7_rating_creativity;AIClosing-1-2;AIClosing-1-5;AIClosing-1-5_null_answer;AIClosing-1-5_correct_points;AIClosing-1-5_incorrect_points;AIClosing-1-5_irrelevant_points;AIClosing-1-5_rating_content;AIClosing-1-5_rating_format;AIClosing-1-5_rating_creativity;LimitsML-1-2;LimitsML-1-2_null_answer;LimitsML-1-2_correct_points;LimitsML-1-2_incorrect_points;LimitsML-1-2_irrelevant_points;LimitsML-1-2_rating_content;LimitsML-1-2_rating_format;LimitsML-1-2_rating_creativity;AI-2-v2-1-1;EvalML-1-4;AI-4-v2-1-1;AI-4-v2-1-2;AI-3-v2-1-2;EvalML-1-3;Classification-1-1-1;Clustering-1-1-1;ML-3-1-2;ML-3-1-3;ML-3-1-4;EvalML-1-9;Classification-2-1-8;Impact-1-1-1;EvalML-1-8;LimitsML-1-1;AIClosing-1-6;AIClosing-1-7;AIClosing-1-8;AIClosing-1-8_null_answer;AIClosing-1-8_correct_points;AIClosing-1-8_incorrect_points;AIClosing-1-8_irrelevant_points;AIClosing-1-8_rating_content;AIClosing-1-8_rating_format;AIClosing-1-8_rating_creativity;classId
THFm9WLcxnnwDA6sh;1;0.15;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
kbbuS4DAwpKCW2JX2;31;10.833333333333334;0.34946236559139787;1.0;26.0;;;;100.0;;;69.0;51.0;32.0;Computer Systeme, die sich selbst weiter entwickeln kann.;FALSE;FALSE;1;1;0;4.0;4.0;4.0;kp;TRUE;0;0;0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;100.0;Ich würde sagen, dass KI die Menschheit verbessern soll.;;;;;1.0;4.0;1.0;;;;;;;;;[True, True, True, False];[];[True, True, True, False];[False, True, False, False, True, True, True];[True, True, True];[];[];[];[];[];[];[];[];[False, True];[];[];100.0;58.0;alles bestens;;;;;5.0;5.0;5.0;hZ9Hi9DLZSm5JMbNm
o4fHGCBk4uSez76RY;3;7.483333333333333;2.4944444444444445;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
RoiMCz29KHcjXZXxA;3;7.633333333333334;2.5444444444444447;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
vbPHxWL9Dphj6Xuym;11;14.516666666666667;1.3196969696969698;27.0;55.0;;;;70.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[True, False, True, True];[True, True, False, False, False, False, True];[True, True, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
tJjmjAPYDm9eNu7ES;6;9.116666666666667;1.5194444444444446;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[False, True, False, True];[];[];[];[False, True, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
ccpsvwdWvvje3AuEJ;11;20.75;1.8863636363636365;86.0;97.0;;;;100.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[False, True, True, False];[True, True, False, True, True, False, True];[True, False, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
wFjMMZa75Y4jnTiyt;3;14.433333333333334;4.811111111111111;52.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
Fkzmz9rTdkQXSmE2E;11;15.816666666666666;1.4378787878787878;86.0;49.0;;;;80.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[True, True, False, False];[False, True, False, False, False, True, True];[True, False, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
Pg7BFWmCtMbhidD3w;3;13.783333333333333;4.594444444444444;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
bhKkNFkr4F3wyPLAT;4;14.45;3.6125;47.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
HicSWk5kkvcAz4H8w;4;17.4;4.35;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
Yxif2o86Btdf5pHBw;11;14.516666666666667;1.3196969696969698;82.0;69.0;;;;68.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[False, True, True, False];[False, True, True, True, False, True, False];[True, True, False];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
idFme9S6yEioG8Hka;11;17.983333333333334;1.634848484848485;92.0;79.0;;;;55.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[False, True, True, False];[True, True, False, False, True, True, False];[True, True, False];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
Q9a6JY4zvQQ9qA2Ms;6;18.133333333333333;3.022222222222222;73.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[];[];[True, False, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
E8FSMzZhHAnKfcgup;3;14.933333333333334;4.977777777777778;64.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
mYtL2SNZ77fdTf8ps;11;20.75;1.8863636363636365;49.0;83.0;;;;100.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, False];[];[False, True, True, False];[False, False, False, True, True, False, False];[True, False, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
fumaZSX6SGrvE6ZQZ;11;13.75;1.25;14.0;75.0;;;;30.0;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[False, True, True, False];[False, False, False, True, True, False, True];[True, True, False];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Rv7Wf522ZgQhs5LdX
XaRqvrr4FGmwbGfvd;55;18.816666666666666;0.3421212121212121;52.0;57.0;;34.0;;43.0;;;58.0;59.0;40.0;Sie ist computergeneriert;FALSE;FALSE;0;1;0;5.0;3.0;3.0;Künstliche Intelligenzen sind Programmierungen die durch Ehrfahrungen lernen;FALSE;1;0;0;2.0;2.0;2.0;noch nicht;TRUE;0;0;0;1.0;1.0;1.0;;;;;;;;;90.0;dass ich die Sorge verstehe aber dass es auch nicht zu viele Risiken gibt;;;;;3.0;3.0;3.0;;;;;;;;;[False, True, False, True];[];[False, True, False, False];[False, True, True, True, True, False, True];[False, True, True];[];[False, True, True];[True, False, False, False];[False, True];[False, True];[True, False];[];[True, False, False];[False, True];[];[];65.0;35.0;Ich fand eigentlich so ziemlich alles gut;;;;;3.0;3.0;3.0;NCm8NNbAmNsur5S33
hnSuDAuJxnggYbASM;66;102.23333333333333;1.548989898989899;100.0;62.0;89.0;48.0;91.0;70.0;86.0;76.0;74.0;74.0;58.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, True, True];[True, True, True, False];[False, True, True, False];[False, True, False, False, True, False, True];[True, False, True];[True, False, False, True, False, True, True, False, True];[False, True, True];[True, True, True, False];[False, True];[False, True];[False, True];[False, True];[True, False, True];[False, True];[True, True, False, True, False, False, True, True];[True, True, False];86.0;62.0;;;;;;;;;Fj6vLBZ78KswTxcPt
67M2aNwthogNLQkXC;66;59.18333333333333;0.8967171717171717;58.0;52.0;38.0;59.0;42.0;66.0;55.0;25.0;59.0;44.0;47.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0;;;;;;;;;;;;;;;;;[True, True, False, True];[True, True, True, False];[True, True, True, False];[True, True, False, False, True, False, False];[False, True, True];[True, False, True, True, False, True, True, True, True];[True, False, True];[True, True, False, True];[False, True];[True, False];[True, False];[True, True];[True, True, False];[False, True];[True, False, True, True, False, True, True, True];[True, True, False];64.0;61.0;;;;;;;;;Fj6vLBZ78KswTxcPt
umA4Dtpr7KsHQk3Kc;7;3.816666666666667;0.5452380952380953;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;Fj6vLBZ78KswTxcPt
Zp5sZ5pZ4Jj4rNN6C;6;5.233333333333333;0.8722222222222222;39.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[False, True, False, False];[];[];[];[False, True, False];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;NCm8NNbAmNsur5S33
Mp6MpWeny4dPfhKHe;66;34.666666666666664;0.5252525252525252;73.0;68.0;13.0;65.0;19.0;1.0;1.0;9.0;1.0;71.0;39.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[False, True, False, True];[True, True, True, False];[False, True, False, False];[True, False, True, False, True, True, True];[False, True, False];[True, True, False, True, True, False, True, False, True];[False, True, False];[False, False, True, True];[True, False];[True, False];[False, True];[False, True];[True, False, True];[False, True];[True, False, False, True, False, True, True, False];[False, False, False];100.0;65.0;;;;;;;;;Fj6vLBZ78KswTxcPt
FefCz3MmxDeohgDKC;66;56.4;0.8545454545454545;100.0;64.0;95.0;33.0;83.0;100.0;67.0;71.0;81.0;43.0;52.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.0;;;;;;;;;;;;;;;;;[False, True, False, True];[True, True, True, False];[False, False, True, False];[True, True, False, True, True, False, True];[True, False, False];[True, False, False, True, False, True, False, False, True];[True, True, False];[False, False, False, True];[True, False];[True, False];[False, True];[True, False];[True, True, False];[False, True];[True, False, True, True, False, True, True, True];[True, False, False];100.0;100.0;;;;;;;;;Fj6vLBZ78KswTxcPt
C9xxBNQQJrgNQBdab;66;33.45;0.5068181818181818;44.0;100.0;62.0;74.0;61.0;73.0;83.0;31.0;65.0;53.0;57.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.0;;;;;;;;;;;;;;;;;[True, True, False, True];[True, False, True, False];[False, True, True, False];[True, True, False, True, True, False, True];[True, False, True];[True, False, False, True, False, True, False, False, True];[False, True, False];[False, False, True, True];[False, True];[True, False];[False, True];[True, False];[False, True, False];[False, True];[True, False, True, True, False, True, True, True];[True, True, False];59.0;73.0;;;;;;;;;Fj6vLBZ78KswTxcPt
SEMp8X5pihAWmtkkB;66;50.583333333333336;0.7664141414141414;72.0;73.0;36.0;70.0;58.0;36.0;70.0;43.0;73.0;27.0;76.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.0;;;;;;;;;;;;;;;;;[True, False, True, True];[True, False, True, False];[True, False, True, False];[False, True, False, False, True, False, True];[True, True, False];[False, False, True, True, False, True, True, False, True];[True, False, True];[False, False, True, True];[False, True];[False, True];[False, True];[True, True];[True, True, False];[True, False];[True, True, True, False, True, True, True, True];[True, True, False];74.0;92.0;;;;;;;;;Fj6vLBZ78KswTxcPt
TKcP5j7jzMW4PdugJ;66;47.18333333333333;0.7148989898989898;90.0;100.0;74.0;52.0;32.0;100.0;67.0;21.0;61.0;99.0;36.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, False, True];[True, True, True, False];[False, False, True, False];[False, False, False, True, True, False, False];[True, False, True];[False, False, True, True, False, True, True, False, True];[False, True, True];[False, False, True, True];[False, True];[True, False];[False, True];[True, False];[True, True, False];[False, True];[False, False, True, False, True, False, True, True];[True, True, False];100.0;97.0;;;;;;;;;Fj6vLBZ78KswTxcPt
QT8e4HuxCYEqG7Zak;66;34.96666666666667;0.5297979797979798;50.0;100.0;58.0;38.0;74.0;75.0;65.0;57.0;41.0;78.0;32.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, False, True];[True, False, True, True];[True, True, True, True];[True, True, False, True, True, False, True];[True, True, False];[True, True, False, True, False, True, False, True, False];[True, False, True];[False, False, True, False];[True, False];[False, True];[False, True];[True, True];[True, False, True];[False, True];[True, True, True, True, False, True, False, True];[False, True, False];100.0;72.0;;;;;;;;;Fj6vLBZ78KswTxcPt
G66Wv3oL3owcko7Nv;66;40.016666666666666;0.6063131313131312;82.0;1.0;1.0;100.0;1.0;1.0;1.0;1.0;1.0;100.0;1.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, True, True];[True, True, True, True];[True, False, True, True];[True, False, False, False, False, False, True];[False, False, True];[False, True, True, False, False, True, True, False, False];[True, True, True];[False, True, False, False];[True, False];[True, False];[True, False];[True, False];[True, False, False];[False, True];[False, False, False, False, False, False, False, False];[True, True, False];1.0;1.0;;;;;;;;;Fj6vLBZ78KswTxcPt
FdyNetQZ2fDpfTejW;66;29.633333333333333;0.448989898989899;23.0;34.0;13.0;16.0;3.0;5.0;19.0;49.0;100.0;32.0;26.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;;;;;;;;;;;;;;;;;[False, False, False, True];[True, False, True, False];[True, False, True, False];[False, True, False, True, False, False, False];[False, False, True];[True, True, False, True, False, True, True, True, True];[True, True, True];[False, False, True, False];[True, False];[True, False];[False, True];[True, False];[True, True, False];[False, True];[False, False, False, False, False, False, True, False];[False, True, False];55.0;67.0;;;;;;;;;Fj6vLBZ78KswTxcPt
Y3Y5GohuzCmDTGNKY;30;22.583333333333332;0.7527777777777778;100.0;100.0;;100.0;;1.0;;;;;;Eine künstliche Intelligenz ist zum Beispiel eine Alexa, ein Handy, ein Computer, Siri oder Jarvis aus Iron Man;FALSE;FALSE;1;0;0;3.0;3.0;3.0;Eine KI ist sehr Intelliegent aber nicht menschlich.Es gibt drei verschiedene Arten z.B. die Gesichtserkenunng;FALSE;1;1;1;2.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[];[True, False, False, True];[True, False, False, True, True, False, True];[False, True, True];[];[False, True, True];[];[True, False];[True, False];[True, False];[];[True, True, True];[];[];[];;;;;;;;;;;SwfuMxSGoy4aKziD8
GTamwLnAsJz5B5CyS;66;49.95;0.7568181818181818;59.0;45.0;41.0;19.0;11.0;22.0;34.0;9.0;38.0;45.0;50.0;Künstliche Intelligenz ist zum beispiel ein Roboter oder Siri bei IOS oder Alexa von amazon.Es gibt auch Bixby von samsung.;FALSE;FALSE;1;1;0;3.0;3.0;3.0;Kl sind wesen die aus erfahrungen lernen und sie treffen eigenständige entscheidungen.;FALSE;2;0;0;3.0;3.0;3.0;Wir wissen nicht, was mechanisches lernen ist, aber ich kann mir vorstellen das es so etwas wie ein taschenrechner ist.?;FALSE;0;1;0;3.0;3.0;3.0;Mechanisches lernen ist so wie eine Kl. Es Ist intelligent und man lernt aus Fehlern. ;FALSE;1;1;0;2.0;3.0;3.0;57.0;"""Die Kl wird nicht die komplette Welt einnehmen, sie wird langsam entwickelt und das steigert sich dann. Man braucht keine Angst davor haben, aber wenn es überhand nehmen würde, fände ich das auch nicht okay!""";;;;;2.0;2.0;2.0;der Algorithmus würde keinen Hund erkennen weil es ja ein komplett anders Tier ist .;;;;;4.0;4.0;4.0;[True, True, False, False];[True, True, False, False];[True, False, True, True];[True, False, False, True, False, True, True];[True, False, True];[True, False, False, True, True, False, True, False, True];[False, False, True];[False, False, True, True];[True, False];[False, True];[False, True];[False, False];[False, False, True];[False, True];[True, False, True, False, True, True, False, True];[False, True, False];50.0;71.0;Ich fande einzelne aufgaben ein wenig schwer und nicht gut davor erklärt. Die Tipps sind nicht sinnvoll.;;;;;4.0;4.0;4.0;SwfuMxSGoy4aKziD8
8jxQibGAdG7f9fjZj;54;58.016666666666666;1.0743827160493826;31.0;69.0;44.0;25.0;55.0;49.0;55.0;56.0;;;;Eine künstliche Intelligenz ist wenn sie nicht echt ist, z.B: ein Roboter oder Hologramm.Sie hat begrenztes wissen;FALSE;FALSE;0;2;0;3.0;3.0;3.0;KI gibt es in verschiedenen Formen: in spezifischer und allgemeiner KI. Sie sind sehr schlau und haben ein intelligentes Verhalten und sind selbständig. Die meisten KI´s sind nur in einer Sache gut und gehören deshalb zur spezifischer KI.<br><br>;FALSE;4;0;0;4.0;4.0;4.0;Wir wissen es noch nicht.;TRUE;0;0;0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;[True, True, False, True];[True, False, True, False];[False, True, True, False];[False, True, True, False, True, False, False];[True, False, True];[True, False, False, True, False, True, True, False, True];[False, True, True];[False, True, True, True];[True, False];[True, False];[False, True];[True, False];[True, True, False];[True, False];[False, False, False, False, True, False, True, False];[False, True, True];;;;;;;;;;;SwfuMxSGoy4aKziD8
p6rqDWboxMdrMYYhm;66;23.35;0.3537878787878788;100.0;68.0;46.0;68.0;34.0;100.0;64.0;70.0;36.0;67.0;77.0;Künstliche Inteligenz sind Roboter mit Gehirnen aus Technick.;FALSE;FALSE;0;1;0;5.0;5.0;5.0;ki ist künstliche intelligenz und kann viele sachen die der Mensch auch Kann und Kann dadurch den Menschen etwas erleichtern;FALSE;1;0;0;3.0;3.0;3.0;Ich weis noch nicht so viel.;TRUE;0;0;0;3.0;3.0;3.0;???;TRUE;0;0;0;0.0;0.0;0.0;100.0;solange wir nicht zu viel durch ki ersetzt werden besteht noch keine gefahr aber es entsteht immer mehr davon. ;;;;;1.0;1.0;1.0;es würden viele beschwerden kommen weil sie Hunde und Keine Seehunde sehen wollen.;;;;;3.0;3.0;3.0;[True, True, True, True];[True, True, True, False];[True, True, False, False];[True, False, True, True, False, True, False];[False, True, True];[True, False, True, True, True, True, True, True, True];[True, True, False];[False, False, True, True];[True, False];[False, True];[True, False];[True, True];[False, True, True];[False, True];[True, False, True, False, True, False, False, True];[True, True, True];100.0;100.0;ich fand es sehr lustig;;;;;4.0;4.0;4.0;SwfuMxSGoy4aKziD8
iw9PMBZxHo8Jjyhw5;66;58.483333333333334;0.8861111111111111;84.0;75.0;65.0;76.0;64.0;1.0;52.0;66.0;64.0;65.0;55.0;eine Künstliche Intelligenz ist z.B. Alexa oder Siri sie haben ein zugriff auf das Internet und können fast alle fragen beantworten.;FALSE;FALSE;1;1;0;4.0;4.0;4.0;KI bedeutet Künstliche Intiligenz;FALSE;0;0;1;3.0;3.0;3.0;Ich weißt noch nichts.;TRUE;0;0;0;3.0;3.0;3.0;;;;;;;;;78.0;Das eine KI nicht einfach so besser als der Mensch werden kann da der Mensch sie programmiert.;;;;;3.0;3.0;3.0;;;;;;;;;[True, True, True, True];[True, False, True, False];[False, False, True, True];[False, False, False, True, True, False, True];[True, True, False];[True, False, False, True, False, True, False, False, True];[True, False, True];[False, True, True, False];[False, True];[True, False];[False, True];[True, True];[True, False, False];[False, True];[True, False, True, True, False, True, True, True];[True, True, False];87.0;100.0;Alles war eigentlich relativ gut, aber manchmal was es sehr sehr kiffilig;;;;;4.0;4.0;4.0;SwfuMxSGoy4aKziD8
hpxopbQMRwF8CsW3i;66;45.016666666666666;0.682070707070707;74.0;51.0;54.0;23.0;68.0;58.0;58.0;81.0;58.0;71.0;100.0;eine KI ist z.B Google Assistant oder Siri;FALSE;FALSE;1;0;0;5.0;5.0;5.0;eine KI ist eine Künstliche Intilligens wie z.B Siri.es gibt verschiedene arten von KI z.B spezifische KI und allgemeine KI<br>;FALSE;2;0;0;4.0;3.0;3.0;Ich weiß es nicht;TRUE;0;0;0;3.0;3.0;3.0;;;;;;;;;100.0;er sollte der KI eine chance geben da KIs oft sehr nützlich sind;;;;;3.0;3.0;3.0;;;;;;;;;[True, True, False, True];[True, False, True, False];[True, False, True, False];[True, False, True, False, False, True, True];[True, False, False];[False, True, True, True, False, True, True, False, True];[False, True, False];[False, False, True, True];[True, False];[True, False];[False, True];[True, False];[True, True, False];[False, True];[True, False, True, False, True, True, False, True];[True, False, True];100.0;100.0;Alles fande ich so gut;;;;;4.0;4.0;4.0;SwfuMxSGoy4aKziD8
aMC2BqF5wkkuAJnFT;66;55.083333333333336;0.8345959595959597;97.0;92.0;67.0;78.0;59.0;87.0;100.0;1.0;76.0;22.0;52.0;"KI ist ein ""Programm"" was z.B. einem Roboter Grundwissen aneignet, welches er dann durch üben und trainieren verbessern kann, er lernt also. Mit einem KI Roboter werden z.B. Pakete verpackt und der Roboter lernt, besser zu sein.";FALSE;FALSE;1;0;0;5.0;5.0;5.0;KI ist ein Programm, das unterschiedliche Sachen ausführt. Sie lernt dazu, indem sie arbeitet. Es gibt allgemeine KI, welche viele Sachen kann und spezifische KI, die sich auf was spezialisiert.;FALSE;4;0;0;4.0;4.0;4.0;Hab falsch abgestimmt, bin mir nicht sicher.;TRUE;0;0;0;3.0;3.0;3.0;Maschinelles lernen ist, wenn Maschinen mit KI durch ausführen ihrer Aufgabe lernen.;FALSE;1;0;0;3.0;3.0;3.0;100.0;KI kann gut sein, da sie viele Sachen für uns übernehmen kann, allerdings birgt sie auch Risiken, da sie vielleicht falsch arbeitet oder zu schlau wird.;;;;;3.0;3.0;3.0;;;;;;;;;[False, True, False, True];[True, True, True, False];[False, True, True, True];[True, True, True, False, True, True, False];[False, True, True];[True, False, False, True, False, True, True, True, True];[False, True, True];[True, False, False, False];[True, False];[False, True];[True, False];[True, True];[True, False, True];[False, True];[True, True, False, True, False, True, False, True];[True, True, False];34.0;45.0;Man könnte evtl. den Fehler beheben, dass manchmal die Grafiken nicht angezeigt werden.;;;;;3.0;3.0;3.0;SwfuMxSGoy4aKziD8
vWpXDC4vwRfTmxuAe;54;58.083333333333336;1.0756172839506173;33.0;53.0;57.0;64.0;53.0;49.0;47.0;53.0;;;;Ich denke Künstliche Intelligenz ist sowas ähnliches wie ein Programm.;FALSE;FALSE;0;0;1;3.0;3.0;3.0;gesichts erkennung ist KI;FALSE;1;0;0;2.0;2.0;2.0;wir wissen noch nicht wirklich etwas darüber;TRUE;0;0;0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;[True, False, True, True];[True, False, True, False];[True, False, True, False];[False, True, False, False, True, False, False];[True, True, False];[True, True, False, True, False, True, False, True, True];[False, True, True];[False, True, True, False];[False, True];[True, False];[False, True];[True, True];[True, False, True];[False, True];[True, False, True, True, False, False, False, False];[True, True, False];;;;;;;;;;;SwfuMxSGoy4aKziD8
8GjW6ruj9g24s5PpB;66;39.25;0.5946969696969697;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;1.0;49.0;k.i steht für künstlich intiigens selbstlernendes intiligentez computersystem eine ki kann einfache aufgaben übernehmen;FALSE;FALSE;1;0;1;3.0;3.0;3.0;ein intiligenter computer;FALSE;0;0;1;2.0;2.0;2.0;Keine Ahnung;TRUE;0;0;0;3.0;3.0;3.0;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, False, True];[True, False, True, False];[True, True, True, False];[True, True, False, True, True, True, True];[True, False, True];[False, False, True, True, False, True, True, False, True];[False, True, True];[True, False, False, True];[True, False];[True, False];[True, False];[True, True];[True, True, False];[False, True];[False, True, True, True, False, True, False, True];[True, False, False];72.0;74.0;NOP;;;;;0.0;0.0;0.0;SwfuMxSGoy4aKziD8
hxfGmAM3fiXFmT2ju;50;39.38333333333333;0.7876666666666666;1.0;1.0;31.0;1.0;18.0;1.0;29.0;41.0;;;;ich finde ki gut weil man nicht viel machen muss;FALSE;FALSE;0;0;1;3.0;3.0;3.0;KI kann was lernen und wird mit der Zeit immer schlauer.;FALSE;1;0;0;3.0;3.0;2.0;Wir wissen leider nichts.;TRUE;0;0;0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;Der Algorithmus würde denken es wäre ein Hund.;;;;;3.0;3.0;3.0;[True, False, True, True];[True, False, True, True];[True, True, False, False];[False, True, True, False, True, True, False];[True, True, False];[True, True, False, True, True, False, True, True, False];[False, True, True];[True, False, False, True];[True, False];[False, True];[False, True];[True, True];[False, True, True];[False, True];[True, False, False, True, False, True, False, True];[True, False, True];;;;;;;;;;;SwfuMxSGoy4aKziD8
